"id","name","code","weight","parent_id","level","create_uid","create_date","write_uid","write_date","set_id","negative"
2422,Realisasi Investasi (Capaian Output),"2A12B",0.6,"2389",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2423,Digitalisasi Administrasi Pemerintahan Fokus Penanganan Stunting (Capaian Output),"2A12C",0.6,"2389",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2424,Penggunaan Produk Dalam Negeri (Capaian Output),"2A12D",0.6,"2389",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2425,Pengendalian Inflasi (Capaian Output),"2A12E",0.6,"2389",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2426,Pengentasan Kemiskinan (Capaian Dampak),"2B1A",3.0,"2390",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2427,Realisasi Investasi (Capaian Dampak),"2B1B",3.0,"2390",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2428,Digitalisasi Administrasi Pemerintahan Fokus Penanganan Stunting (Capaian Dampak),"2B1C",3.0,"2390",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2429,Penggunaan Produk Dalam Negeri (Capaian Dampak),"2B1D",3.0,"2390",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2430,Pengendalian Inflasi (Capaian Dampak),"2B1E",3.0,"2390",4,2,"2023-11-02 08:53:46.215725",2,"2023-11-02 08:53:46.215725",13,""
2431,Net Koefisien,KOEF001A,10.0,"2294",2,2,"2023-11-02 09:30:02.575458",2,"2023-11-06 09:14:27.003013",5,True
2432,Net Koeifisen,KOEF001AA,10.0,"2431",3,2,"2023-11-02 09:30:39.773667",2,"2023-11-06 09:14:37.065101",5,True
2433,Net Koefisien,KOEF001AAA,10.0,"2432",4,2,"2023-11-02 09:31:24.360762",2,"2023-11-06 09:14:52.110994",5,True
2434,Koefisien,KOEF01,10.0,"2213",1,2,"2023-11-02 14:01:03.71432",2,"2023-11-02 14:01:03.71432",6,True
2435,Koefisien,KOEF02,10.0,"2434",2,2,"2023-11-02 14:01:30.77787",2,"2023-11-02 14:01:30.77787",6,True
2436,Koefisien,KOEF03,10.0,"2435",3,2,"2023-11-02 14:01:55.009103",2,"2023-11-02 14:01:55.009103",6,True
2437,Koefisien,KOEF04,10.0,"2436",4,2,"2023-11-02 14:02:18.864847",2,"2023-11-02 14:02:18.864847",6,True
2438,Koefisien,KOEF01,10.0,"2352",1,2,"2023-11-02 14:10:42.068378",2,"2023-11-02 14:10:42.068378",13,True
2439,Koefisien,KOEF02,10.0,"2438",2,2,"2023-11-02 14:11:07.684776",2,"2023-11-02 14:11:07.684776",13,True
2440,Koefisien,KOEF03,10.0,"2439",3,2,"2023-11-02 14:11:34.789497",2,"2023-11-02 14:11:34.789497",13,True
2441,Koefisien,KOEF04,10.0,"2440",4,2,"2023-11-02 14:11:54.661361",2,"2023-11-02 14:11:54.661361",13,True
2443,Capaian Utama RB Tematik,TEMATIK,10.0,"2126",1,2,"2023-11-08 10:17:21.153102",2,"2023-11-08 10:17:21.153102",5,False
2444,Capaian Utama RB Tematik,TMTK,10.0,"2443",2,2,"2023-11-08 10:19:48.910204",2,"2023-11-08 10:19:48.910204",5,False
2445,Strategi Pembangunan,TEM01,4.0,"2444",3,2,"2023-11-08 10:28:33.818246",2,"2023-11-08 10:28:33.818246",5,False
2446,Capaian Dampak,TEM02,6.0,"2444",3,2,"2023-11-08 10:29:25.492742",2,"2023-11-08 10:29:25.492742",5,False
2447,Pengentasan Kemiskinan (Strategi Pembangunan),TEM01A,0.8,"2445",4,2,"2023-11-08 10:33:30.37967",2,"2023-11-08 10:38:00.419652",5,False
2448,Realisasi Investasi (Strategi Pembangunan),TEM01B,0.8,"2445",4,2,"2023-11-08 10:34:08.461786",2,"2023-11-08 10:37:51.958712",5,False
2449,Digitalisasi Administrasi Pemerintahan Berfokus pada Penanganan Stunting (Strategi Pembangunan),TEM01C,0.8,"2445",4,2,"2023-11-08 10:34:50.41946",2,"2023-11-08 10:37:40.902806",5,False
2450,Penggunaan Produk Dalam Negeri (Strategi Pembangunan),TEM01D,0.8,"2445",4,2,"2023-11-08 10:35:29.354002",2,"2023-11-08 10:36:30.22543",5,False
2451,Laju Inflasi (Strategi Pembangunan),TEM01E,0.8,"2445",4,2,"2023-11-08 10:35:55.261408",2,"2023-11-08 10:36:12.272804",5,False
2452,Pengentasan Kemiskinan (Capaian Dampak),TEM02A,1.2,"2446",4,2,"2023-11-08 10:38:40.328188",2,"2023-11-08 10:38:40.328188",5,False
2453,Realisasi Investasi (Capaian Dampak),TEM02B,1.2,"2446",4,2,"2023-11-08 10:39:19.693673",2,"2023-11-08 10:39:19.693673",5,False
2454,Digitalisasi Administrasi Pemerintahan Berfokus Penanganan Stunting (Capaian Dampak),TEM02C,1.2,"2446",4,2,"2023-11-08 10:40:04.135347",2,"2023-11-08 10:40:04.135347",5,False
2455,Penggunaan Produk Dalam Negeri (Capaian Dampak),TEM02D,1.2,"2446",4,2,"2023-11-08 10:40:38.866989",2,"2023-11-08 10:51:59.001398",5,False
2456,Laju Inflasi (Capaian Dampak),TEM02E,1.2,"2446",4,2,"2023-11-08 10:41:12.483011",2,"2023-11-08 10:48:41.388168",5,False
